Test Size,Method,M,C,theta,SP,SE,Gmean,F1 Score,Accuracy,Precision,AUC,Ma tran nham lan,List of err_w,List of alpha
0.2,WSVM,25,100,0.1,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]",None,None
0.2,ADA_WSVM,25,100,0.1,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]","[0.2295081967213116, 0.41109422492401193, 0.5000000000000001, 0.5000000000000001, 0.49999999999999994, 0.49999999999999994, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5]","[0.6055451360473997, 0.17972187525343317, -2.2204460492503136e-16, -2.2204460492503136e-16, 1.1102230246251564e-16, 1.1102230246251564e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0]"
0.2,ImADA1_SVM,25,100,0.1,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.9676361966077837, 0.33347657928663466, 0.576786800335001, 0.4292413650894761, 0.5419756129751188, 0.5086669024727708, 0.5000000000000001, 0.5, 0.4999999999999999, 0.5000000000000001, 0.5, 0.4999999999999999, 0.5000000000000001, 0.5, 0.4999999999999999, 0.5000000000000001, 0.5, 0.4999999999999999, 0.5000000000000001, 0.5, 0.4999999999999999, 0.5000000000000001, 0.5, 0.4999999999999999, 0.5000000000000001]","[-1.6989077838241868, 0.34625132149666116, -0.15479831560760024, 0.14247351552658777, -0.08414928822033478, -0.017335541301508182, -2.2204460492503136e-16, 0.0, 2.2204460492503126e-16, -2.2204460492503136e-16, 0.0, 2.2204460492503126e-16, -2.2204460492503136e-16, 0.0, 2.2204460492503126e-16, -2.2204460492503136e-16, 0.0, 2.2204460492503126e-16, -2.2204460492503136e-16, 0.0, 2.2204460492503126e-16, -2.2204460492503136e-16, 0.0, 2.2204460492503126e-16, -2.2204460492503136e-16]"
0.2,ImADA2_SVM,25,100,0.1,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.3495028218220909, 0.5569992507972151, 0.48951127410769824, 0.5017777818941336, 0.49969434399338397, 0.5000524235083131, 0.4999910049954871, 0.5000015432825237, 0.4999997352141012, 0.5000000454300639, 0.49999999220543273, 0.5000000013373366, 0.4999999997705493, 0.5000000000393672, 0.49999999999324574, 0.5000000000011591, 0.4999999999998008, 0.5000000000000342, 0.4999999999999942, 0.500000000000001, 0.4999999999999998, 0.5000000000000001, 0.49999999999999994, 0.49999999999999994, 0.5000000000000001]","[0.3106126622455212, -0.11449621680608138, 0.020980529664213442, -0.0035555787715667135, 0.0006113120893816139, -0.0001048470170104505, 1.799000902771794e-05, -3.086565047312641e-06, 5.295717976320784e-07, -9.086012785036678e-08, 1.5589134517830546e-08, -2.6746731567813143e-09, 4.5890136114481114e-10, -7.87343523773561e-11, 1.3508527629641649e-11, -2.3181456754227007e-12, 3.983480212353475e-13, -6.838973831691433e-14, 1.1546319456101495e-14, -1.9984014443252857e-15, 4.440892098500624e-16, -2.2204460492503136e-16, 1.1102230246251564e-16, 1.1102230246251564e-16, -2.2204460492503136e-16]"
0.2,ImADA_12_SVM,25,100,0.1,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.99895258422999, 0.05986870799882749, 0.3980734547576938, 0.4984758273042996, 0.5001720241087733, 0.49998054939419945, 0.5000021988105804, 0.4999997514277861, 0.5000000281006394, 0.4999999968232726, 0.5000000003591234, 0.4999999999594017, 0.5000000000045896, 0.4999999999994813, 0.5000000000000585, 0.49999999999999345, 0.5000000000000009, 0.49999999999999983, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[-3.4301906775997435, 1.376932786628911, 0.20674943602301052, 0.0030483548336113944, -0.0003440482311214198, 3.890121162069453e-05, -4.3976211608191085e-06, 4.971444278297441e-07, -5.62012787363999e-08, 6.353454721931485e-09, -7.182467958884575e-10, 8.119660498857779e-11, -9.179101923080125e-12, 1.03739239420867e-12, -1.1701750679550518e-13, 1.3100631690576675e-14, -1.7763568394002536e-15, 4.440892098500624e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.2,ImADA1_WSVM,25,100,0.1,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.9676361966077837, 0.499999999999999, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983]","[-1.6989077838241868, 1.998401444325278e-15, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16]"
0.2,ImADA2_WSVM,25,100,0.1,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.3495028218220909, 0.5569992507972151, 0.4584504132989497, 0.5210537272615152, 0.4790668093511341, 0.5126231815718589, 0.4933014668563067, 0.5034682881196931, 0.4914653547798422, 0.5070471271487196, 0.4943255132545602, 0.5042440764915017, 0.4964474455812311, 0.5026892815917579, 0.49774380797820283, 0.5017100760497055, 0.49856514714052047, 0.5010880006785077, 0.4990871071360788, 0.5006923818586886, 0.4994190583430236, 0.5004406794010965, 0.4996302513769354, 0.5002805027819742, 0.4997646474798556]","[0.3106126622455212, -0.11449621680608138, 0.08329124954722114, -0.04213236706607691, 0.04189086810076642, -0.025251729028580742, 0.013397867881715621, -0.0069366874962402385, 0.017070948503516446, -0.014095187673851988, 0.011349460774769999, -0.008488356845395102, 0.007105228402547934, -0.005378615049796631, 0.004512414670436178, -0.003420165435179739, 0.002869713596541975, -0.002176004791467475, 0.0018257877565948668, -0.0013847646025055649, 0.0011618838367902457, -0.0008813590304043006, 0.0007394973809288034, -0.000561005622803045, 0.00047070507505240063]"
0.2,ImADA_12_WSVM,25,100,0.1,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.99895258422999, 0.05986870799882749, 0.39451847577684196, 0.506184643177751, 0.6023479715496426, 0.40942550563007535, 0.5437307903065296, 0.4664132208178051, 0.5175975662826093, 0.48921117436077866, 0.5072758315254887, 0.4940507367829812, 0.5044572591686128, 0.4962721824452784, 0.5028139746949423, 0.4976434275177445, 0.5017807303182044, 0.5171222434807742, 0.4817873629521019, 0.49828246670996246, 0.5047162780286032, 0.4954545761524223, 0.5035674573849716, 0.49698331643829263, 0.5022933926161698]","[-3.4301906775997435, 1.376932786628911, 0.21417903834020166, -0.012369917243909316, -0.20762899083062517, 0.183170405551247, -0.08768562307940997, 0.06727486824649882, -0.03520967541448399, 0.021581001030034307, -0.014552690290729257, 0.011899087992760815, -0.008914754490026981, 0.007455773258258447, -0.005628008810555147, 0.004713179863828009, -0.003561475694381129, -0.0342578823854229, 0.03644139662432829, 0.0034350800910690153, -0.009432835820102453, 0.009091098140767135, -0.007135035846030874, 0.0060334403329227295, -0.004586817399257022]"
0.2,WSVM,25,100,0.5,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]",None,None
0.2,ADA_WSVM,25,100,0.5,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]","[0.2295081967213116, 0.41109422492401193, 0.5000000000000001, 0.5000000000000001, 0.49999999999999994, 0.49999999999999994, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5]","[0.6055451360473997, 0.17972187525343317, -2.2204460492503136e-16, -2.2204460492503136e-16, 1.1102230246251564e-16, 1.1102230246251564e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0]"
0.2,ImADA1_SVM,25,100,0.5,0.043478261,0.9375,0.201893213,0.4,0.274193548,0.254237288,0.49048913,"[[ 2 44]
 [ 1 15]]","[0.8518425050324505, 0.33347657928663516, 0.5767868003350015, 0.4292413650894761, 0.5419756129751189, 0.5086669024727708, 0.4999999999999998, 0.5000000000000002, 0.49999999999999994, 0.5, 0.49999999999999983, 0.5000000000000002, 0.5, 0.49999999999999983, 0.5000000000000002, 0.5, 0.49999999999999983, 0.5000000000000002, 0.5, 0.49999999999999983, 0.5000000000000002, 0.5, 0.49999999999999983, 0.5000000000000002, 0.5]","[-0.8745628966775243, 0.34625132149666, -0.15479831560760138, 0.14247351552658777, -0.08414928822033504, -0.017335541301508182, 4.440892098500624e-16, -4.440892098500628e-16, 1.1102230246251564e-16, 0.0, 4.440892098500624e-16, -4.440892098500628e-16, 0.0, 4.440892098500624e-16, -4.440892098500628e-16, 0.0, 4.440892098500624e-16, -4.440892098500628e-16, 0.0, 4.440892098500624e-16, -4.440892098500628e-16, 0.0, 4.440892098500624e-16, -4.440892098500628e-16, 0.0]"
0.2,ImADA2_SVM,25,100,0.5,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.3495028218220909, 0.5569992507972151, 0.48951127410769824, 0.5017777818941336, 0.49969434399338397, 0.5000524235083131, 0.4999910049954871, 0.5000015432825237, 0.4999997352141012, 0.5000000454300639, 0.49999999220543273, 0.5000000013373366, 0.4999999997705493, 0.5000000000393672, 0.49999999999324574, 0.5000000000011591, 0.4999999999998008, 0.5000000000000342, 0.4999999999999942, 0.500000000000001, 0.4999999999999998, 0.5000000000000001, 0.49999999999999994, 0.49999999999999994, 0.5000000000000001]","[0.3106126622455212, -0.11449621680608138, 0.020980529664213442, -0.0035555787715667135, 0.0006113120893816139, -0.0001048470170104505, 1.799000902771794e-05, -3.086565047312641e-06, 5.295717976320784e-07, -9.086012785036678e-08, 1.5589134517830546e-08, -2.6746731567813143e-09, 4.5890136114481114e-10, -7.87343523773561e-11, 1.3508527629641649e-11, -2.3181456754227007e-12, 3.983480212353475e-13, -6.838973831691433e-14, 1.1546319456101495e-14, -1.9984014443252857e-15, 4.440892098500624e-16, -2.2204460492503136e-16, 1.1102230246251564e-16, 1.1102230246251564e-16, -2.2204460492503136e-16]"
0.2,ImADA_12_SVM,25,100,0.5,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.9780493566849405, 0.21552005714576639, 0.38360759434416397, 0.5114061206850676, 0.5066738151528254, 0.4992459023503938, 0.5000845309133233, 0.4999905159713173, 0.5000010639629049, 0.49999988063829515, 0.500000013390691, 0.4999999984977541, 0.5000000001685307, 0.4999999999810931, 0.5000000000021211, 0.49999999999976186, 0.5000000000000269, 0.4999999999999969, 0.5000000000000004, 0.5, 0.5, 0.5000000000000001, 0.5, 0.5, 0.5]","[-1.898381844212276, 0.6459835136212654, 0.23713182125794477, -0.022816199757142743, -0.013348423058261328, 0.0015081964427542918, -0.00016906182825726253, 1.896805736767622e-05, -2.1279258097978287e-06, 2.3872340967233054e-07, -2.6781381996559583e-08, 3.0044917574625658e-09, -3.3706148994375874e-10, 3.78137521280931e-11, -4.242162177110719e-12, 4.762856775639653e-13, -5.373479439186047e-14, 6.217248937900838e-15, -8.88178419700126e-16, 0.0, 0.0, -2.2204460492503136e-16, 0.0, 0.0, 0.0]"
0.2,ImADA1_WSVM,25,100,0.5,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.8518425050324505, 0.5000000000000001, 0.4999999999999997, 0.5000000000000001, 0.5000000000000001, 0.5, 0.5000000000000001, 0.4999999999999997, 0.5000000000000001, 0.5000000000000001, 0.5, 0.5000000000000001, 0.4999999999999997, 0.5000000000000001, 0.5000000000000001, 0.5, 0.5000000000000001, 0.4999999999999997, 0.5000000000000001, 0.5000000000000001, 0.5, 0.5000000000000001, 0.4999999999999997, 0.5000000000000001, 0.5000000000000001]","[-0.8745628966775243, -2.2204460492503136e-16, 5.55111512312578e-16, -2.2204460492503136e-16, -2.2204460492503136e-16, 0.0, -2.2204460492503136e-16, 5.55111512312578e-16, -2.2204460492503136e-16, -2.2204460492503136e-16, 0.0, -2.2204460492503136e-16, 5.55111512312578e-16, -2.2204460492503136e-16, -2.2204460492503136e-16, 0.0, -2.2204460492503136e-16, 5.55111512312578e-16, -2.2204460492503136e-16, -2.2204460492503136e-16, 0.0, -2.2204460492503136e-16, 5.55111512312578e-16, -2.2204460492503136e-16, -2.2204460492503136e-16]"
0.2,ImADA2_WSVM,25,100,0.5,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.3495028218220909, 0.5569992507972151, 0.4584504132989497, 0.5210537272615152, 0.4790668093511341, 0.5126231815718589, 0.4933014668563067, 0.5034682881196931, 0.4914653547798422, 0.5070471271487196, 0.4943255132545602, 0.5042440764915017, 0.4964474455812311, 0.5026892815917579, 0.49774380797820283, 0.5017100760497055, 0.49856514714052047, 0.5010880006785077, 0.4990871071360788, 0.5006923818586886, 0.4994190583430236, 0.5004406794010965, 0.4996302513769354, 0.5002805027819742, 0.4997646474798556]","[0.3106126622455212, -0.11449621680608138, 0.08329124954722114, -0.04213236706607691, 0.04189086810076642, -0.025251729028580742, 0.013397867881715621, -0.0069366874962402385, 0.017070948503516446, -0.014095187673851988, 0.011349460774769999, -0.008488356845395102, 0.007105228402547934, -0.005378615049796631, 0.004512414670436178, -0.003420165435179739, 0.002869713596541975, -0.002176004791467475, 0.0018257877565948668, -0.0013847646025055649, 0.0011618838367902457, -0.0008813590304043006, 0.0007394973809288034, -0.000561005622803045, 0.00047070507505240063]"
0.2,ImADA_12_WSVM,25,100,0.5,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.9780493566849405, 0.21552005714576639, 0.38693959497845715, 0.5074694097217145, 0.591846059958633, 0.41474237452501245, 0.5424050391228689, 0.47046394313219986, 0.5159067732133003, 0.48867342640845113, 0.508095457956372, 0.4932924385197534, 0.5050434434877471, 0.49577797325427764, 0.5031879155283449, 0.4973296313753859, 0.5020182203248008, 0.4983093700730832, 0.5012783632884955, 0.5111105896162126, 0.4883518234040722, 0.4985192181424179, 0.5033976454556457, 0.49676153302600623, 0.5025319289507297]","[-1.898381844212276, 0.6459835136212654, 0.23009743778188294, -0.014939930882699988, -0.18580107997491227, 0.17219729626535216, -0.0850142995327751, 0.059140968957505924, -0.031824285797481526, 0.022657023311299075, -0.016192330928623672, 0.013415927800612258, -0.010087229094122841, 0.008444254192775872, -0.006375917453904191, 0.00534078802889132, -0.004036462571527471, 0.003381272739811125, -0.0025567321479928982, -0.0222248377803329, 0.023300569030913865, 0.0029615723736963998, -0.006795395507258438, 0.006477024520847447, -0.00506390118571558]"
0.2,WSVM,25,100,0.8,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]",None,None
0.2,ADA_WSVM,25,100,0.8,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]","[0.2295081967213116, 0.41109422492401193, 0.5000000000000001, 0.5000000000000001, 0.49999999999999994, 0.49999999999999994, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5]","[0.6055451360473997, 0.17972187525343317, -2.2204460492503136e-16, -2.2204460492503136e-16, 1.1102230246251564e-16, 1.1102230246251564e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0]"
0.2,ImADA1_SVM,25,100,0.8,0.369565217,0.75,0.526473089,0.421052632,0.467741935,0.292682927,0.559782609,"[[17 29]
 [ 4 12]]","[0.7777274306237191, 0.3334765792866353, 0.5767868003350018, 0.429241365089476, 0.541975612975119, 0.5086669024727708, 0.4999999999999998, 0.5000000000000001, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[-0.6262358489065066, 0.34625132149665966, -0.15479831560760204, 0.14247351552658793, -0.08414928822033524, -0.017335541301508182, 4.440892098500624e-16, -2.2204460492503136e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.2,ImADA2_SVM,25,100,0.8,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.3495028218220909, 0.5569992507972151, 0.48951127410769824, 0.5017777818941336, 0.49969434399338397, 0.5000524235083131, 0.4999910049954871, 0.5000015432825237, 0.4999997352141012, 0.5000000454300639, 0.49999999220543273, 0.5000000013373366, 0.4999999997705493, 0.5000000000393672, 0.49999999999324574, 0.5000000000011591, 0.4999999999998008, 0.5000000000000342, 0.4999999999999942, 0.500000000000001, 0.4999999999999998, 0.5000000000000001, 0.49999999999999994, 0.49999999999999994, 0.5000000000000001]","[0.3106126622455212, -0.11449621680608138, 0.020980529664213442, -0.0035555787715667135, 0.0006113120893816139, -0.0001048470170104505, 1.799000902771794e-05, -3.086565047312641e-06, 5.295717976320784e-07, -9.086012785036678e-08, 1.5589134517830546e-08, -2.6746731567813143e-09, 4.5890136114481114e-10, -7.87343523773561e-11, 1.3508527629641649e-11, -2.3181456754227007e-12, 3.983480212353475e-13, -6.838973831691433e-14, 1.1546319456101495e-14, -1.9984014443252857e-15, 4.440892098500624e-16, -2.2204460492503136e-16, 1.1102230246251564e-16, 1.1102230246251564e-16, -2.2204460492503136e-16]"
0.2,ImADA_12_SVM,25,100,0.8,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.9505949049028665, 0.2840645020916792, 0.3792668668438537, 0.5167491945285729, 0.5014396184084561, 0.49984085122706146, 0.5000175638295328, 0.4999980612722066, 0.5000002139958942, 0.49999997637917615, 0.5000000026072611, 0.4999999997122114, 0.500000000031766, 0.4999999999964936, 0.5000000000003872, 0.49999999999995703, 0.5000000000000048, 0.49999999999999933, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[-1.4785172228985743, 0.46219437188394646, 0.2463305804261696, -0.033510927484039894, -0.0028792447732472817, 0.00031829755662640024, -3.5127659079997736e-05, 3.877455586882031e-06, -4.279917884443269e-07, 4.724164769353809e-08, -5.214522174603268e-09, 5.755773632172291e-10, -6.353206849900105e-11, 7.012834757298084e-12, -7.744915819791091e-13, 8.593126210597973e-14, -9.547918011776438e-15, 1.332267629550186e-15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.2,ImADA1_WSVM,25,100,0.8,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.7777274306237191, 0.5000000000000003, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002, 0.49999999999999983, 0.5000000000000002]","[-0.6262358489065066, -6.661338147750944e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16, 4.440892098500624e-16, -4.440892098500628e-16]"
0.2,ImADA2_WSVM,25,100,0.8,0.826086957,0.125,0.321342293,0.153846154,0.64516129,0.2,0.475543478,"[[38  8]
 [14  2]]","[0.3495028218220909, 0.5569992507972151, 0.4584504132989497, 0.5210537272615152, 0.4790668093511341, 0.5126231815718589, 0.4933014668563067, 0.5034682881196931, 0.4914653547798422, 0.5070471271487196, 0.4943255132545602, 0.5042440764915017, 0.4964474455812311, 0.5026892815917579, 0.49774380797820283, 0.5017100760497055, 0.49856514714052047, 0.5010880006785077, 0.4990871071360788, 0.5006923818586886, 0.4994190583430236, 0.5004406794010965, 0.4996302513769354, 0.5002805027819742, 0.4997646474798556]","[0.3106126622455212, -0.11449621680608138, 0.08329124954722114, -0.04213236706607691, 0.04189086810076642, -0.025251729028580742, 0.013397867881715621, -0.0069366874962402385, 0.017070948503516446, -0.014095187673851988, 0.011349460774769999, -0.008488356845395102, 0.007105228402547934, -0.005378615049796631, 0.004512414670436178, -0.003420165435179739, 0.002869713596541975, -0.002176004791467475, 0.0018257877565948668, -0.0013847646025055649, 0.0011618838367902457, -0.0008813590304043006, 0.0007394973809288034, -0.000561005622803045, 0.00047070507505240063]"
0.2,ImADA_12_WSVM,25,100,0.8,0,1,0,0.41025641,0.258064516,0.258064516,0.5,"[[ 0 46]
 [ 0 16]]","[0.9505949049028665, 0.24924977311712002, 0.4339624309011991, 0.5105263158831218, 0.4981713687162068, 0.5003130730608528, 0.4999462654443215, 0.5000092188118642, 0.49999841828485864, 0.5000002713789117, 0.4999999534387251, 0.5000000079886514, 0.4999999986293641, 0.5000000002351639, 0.49999999995965216, 0.5000000000069227, 0.4999999999988123, 0.5000000000002036, 0.49999999999996525, 0.5000000000000059, 0.4999999999999991, 0.5000000000000001, 0.5000000000000001, 0.49999999999999994, 0.49999999999999994]","[-1.4785172228985743, 0.5513087552462328, 0.13285124344516414, -0.021055742862442755, 0.0036572788737071274, -0.0006261462035343834, 0.00010746911177071237, -1.843762373054287e-05, 3.1634302826316062e-06, -5.427578233401601e-07, 9.312254977037261e-08, -1.597730279182592e-08, 2.741271757624149e-09, -4.70327776946052e-10, 8.069567235994802e-11, -1.3845369295687096e-11, 2.375433183482342e-12, -4.0722980543267327e-13, 6.949996134152997e-14, -1.1768364061026798e-14, 1.7763568394002473e-15, -2.2204460492503136e-16, -2.2204460492503136e-16, 1.1102230246251564e-16, 1.1102230246251564e-16]"
0.2,WSVM,25,100,1,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]",None,None
0.2,ADA_WSVM,25,100,1,0.847826087,0.125,0.325543025,0.16,0.661290323,0.222222222,0.486413043,"[[39  7]
 [14  2]]","[0.2295081967213116, 0.41109422492401193, 0.5000000000000001, 0.5000000000000001, 0.49999999999999994, 0.49999999999999994, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5]","[0.6055451360473997, 0.17972187525343317, -2.2204460492503136e-16, -2.2204460492503136e-16, 1.1102230246251564e-16, 1.1102230246251564e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0]"
0.2,ImADA1_SVM,25,100,1,0.695652174,0.4375,0.551677284,0.378378378,0.629032258,0.333333333,0.566576087,"[[32 14]
 [ 9  7]]","[0.733606557377049, 0.33347657928663527, 0.5767868003350016, 0.42924136508947586, 0.5419756129751189, 0.5086669024727708, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5, 0.5000000000000001, 0.4999999999999999, 0.5]","[-0.5064992679725586, 0.3462513214966598, -0.1547983156076016, 0.14247351552658818, -0.08414928822033504, -0.017335541301508182, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0, -2.2204460492503136e-16, 2.2204460492503126e-16, 0.0]"
